player_name,team,season,conference,coach,win_pcnt,avg_pts_game,number_of_games_in_season,num_games_started,avg_min_per_game,fg_percent,_2pt_pcnt,_3pt_pcnt,ft_pcnt,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_personal_fouls,avg_points_per_game
Terrence Petree,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,12.0,0.0,1.6,0.75,0.75,0.0,0.0,0.5,0.1,0.0,0.0,0.1,0.5
Tyler Zeller,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,27.0,0.0,17.3,0.521,0.526,0.0,0.722,4.6,0.3,0.5,0.9,1.8,9.3
William Graves,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,36.0,34.0,24.3,0.366,0.362,0.369,0.806,4.6,1.0,0.6,0.2,1.7,9.8
Larry Drew,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,37.0,36.0,28.8,0.405,0.442,0.352,0.606,2.7,5.9,0.8,0.0,1.9,8.5
Leslie McDonald,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,34.0,0.0,10.3,0.309,0.373,0.208,0.655,1.5,0.6,0.2,0.1,0.9,3.4
David Wear,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,27.0,2.0,10.4,0.437,0.418,0.5,0.563,1.7,0.4,0.3,0.1,0.7,2.9
Marc Campbell,UNC Tar Heels,2009,ACC,Roy Williams,0.541,74.5,12.0,1.0,2.8,0.167,0.0,0.2,0.5,0.1,0.3,0.3,0.0,0.1,0.3
Deon Thompson,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,38.0,37.0,24.8,0.492,0.492,0.0,0.646,5.7,0.7,0.9,1.1,2.2,10.6
Danny Green,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,38.0,38.0,27.4,0.471,0.517,0.418,0.852,4.7,2.7,1.8,1.3,2.2,13.1
J.B. Tanner,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,21.0,0.0,2.1,0.421,0.6,0.357,0.333,0.3,0.0,0.0,0.0,0.2,1.1
Larry Drew,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,38.0,0.0,9.6,0.351,0.452,0.231,0.412,1.1,1.9,0.4,0.0,0.9,1.4
Jack Wooten,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,19.0,0.0,1.9,0.364,0.5,0.2,0.25,0.3,0.1,0.0,0.0,0.1,0.5
Wayne Ellington,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,38.0,37.0,30.4,0.483,0.539,0.417,0.777,4.9,2.7,0.9,0.2,1.5,15.8
Tyler Hansbrough,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,34.0,34.0,30.3,0.514,0.521,0.391,0.841,8.1,1.0,1.2,0.4,2.3,20.7
Ty Lawson,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,35.0,35.0,29.9,0.532,0.56,0.472,0.798,3.0,6.6,2.1,0.1,1.7,16.6
William Graves,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,20.0,0.0,11.2,0.437,0.6,0.278,0.889,2.6,0.8,0.4,0.1,1.6,4.0
Bobby Frasor,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,38.0,4.0,17.4,0.333,0.447,0.274,0.462,2.0,1.4,0.6,0.1,1.4,2.6
Ed Davis,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,38.0,2.0,18.8,0.518,0.518,0.0,0.573,6.6,0.6,0.4,1.7,1.9,6.7
Tyler Zeller,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,15.0,2.0,7.8,0.472,0.472,0.0,0.765,2.0,0.2,0.2,0.2,1.3,3.1
Mike Copeland,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,17.0,1.0,2.5,0.25,0.286,0.0,1.0,0.8,0.1,0.0,0.0,0.5,0.8
Marc Campbell,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,20.0,0.0,1.9,0.333,0.5,0.0,1.0,0.3,0.5,0.1,0.0,0.1,0.2
Patrick Moody,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,21.0,0.0,2.1,0.583,0.583,0.0,0.615,0.7,0.0,0.1,0.1,0.3,1.0
Justin Watts,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,27.0,0.0,3.1,0.242,0.296,0.0,0.429,0.7,0.2,0.1,0.1,0.2,0.7
Marcus Ginyard,UNC Tar Heels,2008,ACC,Roy Williams,0.895,89.8,3.0,0.0,12.3,0.25,0.25,0.0,0.5,2.7,1.3,0.7,0.0,1.7,1.3
J.B. Tanner,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,18.0,0.0,1.6,0.385,0.0,0.417,0.0,0.1,0.0,0.1,0.0,0.1,0.8
Danny Green,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,39.0,1.0,22.3,0.469,0.544,0.373,0.873,4.9,2.0,1.2,1.2,2.3,11.5
William Graves,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,36.0,0.0,5.2,0.391,0.308,0.442,0.583,1.4,0.3,0.1,0.1,0.5,2.2
Marcus Ginyard,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,39.0,39.0,28.2,0.441,0.448,0.4,0.649,4.5,2.2,1.1,0.1,2.0,6.9
Bobby Frasor,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,12.0,1.0,16.3,0.342,0.5,0.3,0.5,1.8,2.1,1.0,0.2,0.8,3.2
Quentin Thomas,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,37.0,9.0,15.9,0.551,0.615,0.231,0.781,1.4,3.1,0.5,0.1,1.5,3.1
Jack Wooten,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,18.0,0.0,1.8,0.286,0.5,0.2,0.0,0.3,0.2,0.0,0.1,0.1,0.3
Greg Little,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,10.0,0.0,1.5,0.182,0.2,0.167,0.0,0.5,0.2,0.0,0.0,0.3,0.5
Marc Campbell,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,19.0,0.0,1.8,0.3,0.25,0.333,0.0,0.2,0.4,0.2,0.0,0.1,0.4
Wayne Ellington,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,39.0,38.0,31.1,0.467,0.51,0.4,0.826,4.5,2.0,1.1,0.2,1.6,16.6
Deon Thompson,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,39.0,38.0,21.4,0.481,0.481,0.0,0.595,4.8,1.1,0.7,1.3,2.3,8.4
Surry Wood,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,17.0,1.0,2.0,0.545,0.545,0.0,0.333,0.5,0.1,0.0,0.0,0.2,0.8
Patrick Moody,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,17.0,0.0,1.9,0.143,0.143,0.0,0.5,0.5,0.1,0.2,0.0,0.1,0.3
Tyler Hansbrough,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,39.0,39.0,33.0,0.54,0.547,0.0,0.806,10.2,0.9,1.5,0.4,2.4,22.6
Ty Lawson,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,32.0,29.0,25.3,0.515,0.582,0.361,0.835,2.7,5.2,1.6,0.0,1.8,12.7
Alex Stepheson,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,37.0,0.0,14.5,0.539,0.539,0.0,0.447,4.5,0.2,0.2,0.9,2.0,4.3
Mike Copeland,UNC Tar Heels,2007,ACC,Roy Williams,0.923,88.6,25.0,0.0,4.1,0.667,0.667,0.0,0.667,0.8,0.1,0.0,0.3,0.6,1.2
Dewey Burke,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,21.0,1.0,1.5,0.286,0.0,0.286,0.5,0.2,0.0,0.0,0.0,0.1,0.7
Wayne Ellington,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,37.0,23.9,0.433,0.488,0.371,0.836,2.9,2.1,0.8,0.0,1.3,11.7
Reyshawn Terry,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,36.0,21.5,0.494,0.531,0.437,0.739,5.4,1.7,0.7,0.6,2.2,9.7
Danny Green,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,37.0,0.0,13.6,0.411,0.532,0.296,0.848,2.8,1.1,0.6,0.7,1.4,5.2
Wes Miller,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,1.0,10.6,0.322,0.167,0.333,0.733,0.5,1.1,0.3,0.0,0.7,2.5
Marcus Ginyard,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,37.0,2.0,16.9,0.473,0.495,0.273,0.792,3.2,1.5,1.1,0.1,1.4,4.1
Ty Lawson,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,31.0,25.7,0.5,0.564,0.356,0.688,2.9,5.6,1.5,0.1,2.4,10.2
Deon Thompson,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,1.0,12.4,0.558,0.558,0.0,0.649,2.4,0.4,0.5,0.4,1.8,4.7
Brandan Wright,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,37.0,37.0,27.4,0.646,0.646,0.0,0.567,6.2,1.0,1.0,1.8,1.5,14.7
Alex Stepheson,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,0.0,6.4,0.5,0.5,0.0,0.514,2.2,0.1,0.0,0.3,0.8,2.1
Mike Copeland,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,20.0,0.0,2.2,0.5,0.5,0.0,0.667,0.8,0.3,0.1,0.1,0.2,0.9
Quentin Thomas,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,27.0,0.0,6.1,0.313,0.357,0.0,0.667,0.9,1.7,0.2,0.1,0.8,0.5
Surry Wood,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,19.0,0.0,0.0,0.286,0.333,0.0,0.0,0.5,0.1,0.1,0.0,0.0,0.2
Tyler Hansbrough,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,38.0,38.0,29.9,0.525,0.528,0.25,0.768,7.9,1.2,1.1,0.4,2.4,18.4
Bobby Frasor,UNC Tar Heels,2006,ACC,Roy Williams,0.816,85.7,28.0,6.0,10.1,0.403,0.458,0.368,0.375,0.7,1.6,0.5,0.0,0.8,2.4
Tyler Hansbrough,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,30.0,30.4,0.57,0.571,0.5,0.739,7.8,1.3,1.2,0.7,2.8,18.9
Mike Copeland,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,16.0,0.0,2.9,0.571,0.571,0.0,0.667,1.1,0.0,0.0,0.1,0.5,1.5
Byron Sanders,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,1.0,12.2,0.508,0.508,0.0,0.364,2.4,0.5,0.2,0.4,1.3,2.5
Surry Wood,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,10.0,0.0,1.6,0.286,0.333,0.0,0.0,1.3,0.1,0.1,0.0,0.1,0.4
Will Robinson,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,10.0,1.0,1.9,0.4,0.4,0.0,0.75,0.5,0.0,0.0,0.0,0.2,0.7
Thomas Wilkins,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,10.0,1.0,1.9,0.5,0.667,0.0,0.0,0.3,0.1,0.2,0.0,0.1,0.4
Quentin Thomas,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,28.0,0.0,12.0,0.426,0.464,0.0,0.542,1.8,2.8,0.7,0.1,1.1,2.3
Reyshawn Terry,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,30.0,24.2,0.474,0.532,0.381,0.8,6.2,1.4,1.0,0.9,3.0,14.3
Marcus Ginyard,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,14.0,19.1,0.407,0.458,0.244,0.721,2.6,1.2,0.9,0.0,1.0,6.3
Dewey Burke,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,11.0,0.0,1.5,0.333,0.333,0.333,0.5,0.4,0.2,0.1,0.0,0.1,0.5
Wes Miller,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,16.0,22.9,0.438,0.4,0.441,0.72,1.4,1.9,1.1,0.0,1.8,7.2
Bobby Frasor,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,31.0,27.5,0.374,0.432,0.31,0.773,2.2,4.4,0.9,0.2,1.5,6.4
Danny Green,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,0.0,15.3,0.433,0.486,0.355,0.792,3.7,1.1,0.7,1.0,1.6,7.5
David Noel,UNC Tar Heels,2005,ACC,Roy Williams,0.742,79.4,31.0,31.0,33.7,0.532,0.58,0.424,0.625,6.8,3.5,1.1,0.7,2.7,12.9
David Noel,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,37.0,0.0,16.9,0.548,0.595,0.35,0.537,2.6,1.5,0.9,0.3,1.5,3.9
Jawad Williams,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,37.0,37.0,24.0,0.541,0.616,0.381,0.813,4.0,1.4,0.7,0.5,1.7,13.1
Brooks Foster,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,5.0,0.0,1.8,0.0,0.0,0.0,0.333,0.2,0.2,0.4,0.0,0.8,0.2
Damion Grant,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,6.0,0.0,2.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.5,0.0
Quentin Thomas,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,37.0,1.0,6.3,0.455,0.474,0.333,0.7,0.8,1.3,0.3,0.0,0.8,0.8
C.J. Hooker,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,25.0,1.0,2.0,0.471,0.471,0.0,0.2,0.5,0.1,0.1,0.0,0.1,0.7
Charlie Everett,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,22.0,1.0,2.1,0.625,0.571,1.0,0.333,0.2,0.1,0.0,0.0,0.2,0.5
Byron Sanders,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,26.0,0.0,3.0,0.455,0.455,0.0,0.2,0.9,0.3,0.0,0.0,0.2,0.8
Sean May,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,37.0,36.0,26.8,0.567,0.571,0.0,0.758,10.7,1.7,1.2,1.0,2.4,17.5
Marvin Williams,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,36.0,0.0,22.2,0.506,0.522,0.432,0.847,6.6,0.7,1.1,0.5,2.6,11.3
Melvin Scott,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,37.0,7.0,16.3,0.377,0.439,0.357,0.739,1.4,1.1,0.7,0.1,1.2,5.1
Raymond Felton,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,36.0,35.0,31.7,0.455,0.468,0.44,0.701,4.3,6.9,2.0,0.3,2.0,12.9
Rashad McCants,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,33.0,30.0,25.9,0.489,0.544,0.423,0.722,3.0,2.7,1.3,0.7,2.4,16.0
Jackie Manuel,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,37.0,37.0,21.8,0.49,0.519,0.278,0.598,2.8,1.5,1.3,0.3,2.5,5.5
Jesse Holley,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,10.0,0.0,1.6,0.4,0.5,0.25,0.5,0.4,0.2,0.4,0.1,0.4,1.3
Wes Miller,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,24.0,0.0,3.8,0.3,0.25,0.313,0.692,0.2,0.5,0.0,0.0,0.3,1.1
Reyshawn Terry,UNC Tar Heels,2004,ACC,Roy Williams,0.892,88.0,32.0,0.0,4.5,0.542,0.5,0.6,0.692,0.7,0.2,0.3,0.2,0.5,2.3
Damien Price,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,12.0,1.0,2.0,0.167,0.0,0.5,0.0,0.3,0.2,0.2,0.0,0.1,0.3
Rashad McCants,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,30.0,29.0,32.0,0.479,0.531,0.408,0.748,4.6,2.2,1.8,0.7,2.1,20.0
Jackie Manuel,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,28.0,2.0,20.7,0.559,0.587,0.2,0.492,3.3,1.8,1.0,0.4,3.3,6.5
Damion Grant,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,3.0,0.0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0
Phillip McLamb,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,9.0,1.0,1.4,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.1
Reyshawn Terry,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,25.0,0.0,4.2,0.433,0.48,0.2,0.542,0.9,0.2,0.4,0.1,0.8,1.6
Jesse Holley,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,15.0,0.0,2.5,0.4,0.444,0.0,0.5,0.6,0.2,0.1,0.1,0.6,0.7
Sean May,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,29.0,29.0,28.9,0.463,0.468,0.0,0.689,9.8,1.4,1.4,1.2,2.6,15.2
C.J. Hooker,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,9.0,0.0,1.4,0.4,0.4,0.0,0.0,0.7,0.2,0.1,0.1,0.1,0.4
Justin Bohlander,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,18.0,1.0,7.4,0.318,0.318,0.0,0.615,1.1,0.3,0.3,0.4,0.9,1.2
Jonathan Miller,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,8.0,1.0,1.6,0.5,0.5,0.5,0.0,0.3,0.0,0.0,0.0,0.0,1.3
Jawad Williams,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,29.0,26.0,26.9,0.458,0.5,0.305,0.724,5.4,1.4,0.6,0.4,1.8,12.6
Raymond Felton,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,30.0,30.0,34.6,0.42,0.497,0.313,0.81,4.0,7.1,2.1,0.2,2.3,11.5
Melvin Scott,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,30.0,27.0,31.4,0.404,0.456,0.373,0.691,3.0,2.6,1.4,0.3,2.6,9.9
David Noel,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,24.0,3.0,21.3,0.562,0.623,0.167,0.622,4.9,1.5,1.0,0.3,2.3,5.4
Byron Sanders,UNC Tar Heels,2003,ACC,Roy Williams,0.633,82.1,28.0,0.0,4.7,0.364,0.364,0.0,0.455,1.0,0.1,0.1,0.1,0.9,0.5
Raymond Felton,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,35.0,35.0,35.4,0.398,0.441,0.358,0.693,4.1,6.7,1.6,0.3,2.6,12.9
David Noel,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,35.0,17.0,21.9,0.506,0.624,0.281,0.535,3.5,1.4,1.3,0.5,1.7,5.9
Jackie Manuel,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,35.0,30.0,25.1,0.421,0.508,0.264,0.613,4.0,2.0,1.3,0.8,2.6,7.3
Will Johnson,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,33.0,2.0,6.6,0.326,0.357,0.313,0.81,1.3,0.4,0.1,0.0,0.7,1.7
Phillip McLamb,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,6.0,0.0,1.2,1.0,1.0,1.0,0.5,0.3,0.2,0.0,0.2,0.0,1.0
Jonathan Holmes,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,23.0,1.0,4.2,0.333,0.0,0.444,0.0,0.5,0.2,0.1,0.0,0.3,0.5
Melvin Scott,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,34.0,4.0,19.7,0.378,0.373,0.38,0.542,1.9,1.1,0.7,0.1,1.4,6.3
Rashad McCants,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,35.0,31.0,29.9,0.491,0.542,0.414,0.697,4.6,1.5,1.4,0.5,2.7,17.0
Jawad Williams,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,34.0,33.0,33.4,0.448,0.507,0.331,0.752,5.6,2.0,1.0,1.1,2.1,14.9
Damien Price,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,6.0,0.0,1.2,0.5,0.5,0.0,0.5,0.2,0.0,0.0,0.0,0.5,0.5
Byron Sanders,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,35.0,12.0,15.7,0.333,0.333,0.0,0.536,2.4,0.4,0.4,0.3,1.8,1.9
Sean May,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,11.0,10.0,28.0,0.472,0.49,0.0,0.575,8.1,1.0,1.5,1.8,2.2,11.4
Damion Grant,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,19.0,0.0,6.4,0.393,0.393,0.0,0.571,1.5,0.0,0.1,0.8,1.1,1.6
Jonathan Miller,UNC Tar Heels,2002,ACC,Matt Doherty,0.543,72.1,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0
Brian Bersticker,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,28.0,5.0,11.5,0.566,0.563,0.667,0.625,2.5,0.6,0.2,0.7,2.0,4.0
Adam Boone,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,28.0,18.0,24.6,0.458,0.492,0.43,0.818,2.2,3.2,0.7,0.1,1.4,7.2
Jonathan Holmes,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,14.0,0.0,4.6,0.5,0.333,0.571,0.5,0.5,0.7,0.1,0.0,0.2,1.1
Brian Morrison,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,28.0,4.0,16.9,0.339,0.343,0.336,0.757,1.4,2.6,0.4,0.1,2.6,7.1
Melvin Scott,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,28.0,21.0,22.9,0.4,0.453,0.35,0.639,1.0,2.0,1.0,0.0,1.8,6.3
Orlando Melendez,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,17.0,1.0,6.6,0.448,0.647,0.167,0.5,1.3,0.4,0.2,0.3,0.5,1.8
Jawad Williams,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,28.0,9.0,23.2,0.515,0.565,0.382,0.557,4.2,1.2,0.6,0.6,1.4,9.8
Jackie Manuel,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,26.0,16.0,20.9,0.329,0.343,0.314,0.566,3.5,2.1,1.0,0.6,2.4,5.5
Jason Capel,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,25.0,25.0,33.0,0.427,0.523,0.31,0.824,8.6,3.0,1.2,0.1,2.7,15.6
Will Johnson,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,28.0,16.0,18.1,0.437,0.448,0.429,0.7,2.5,1.4,0.1,0.0,1.7,3.9
Joe Everett,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,9.0,1.0,1.7,0.429,0.5,0.0,1.0,1.1,0.0,0.2,0.0,0.0,0.9
Damien Price,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,6.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
Jason Mclamb,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Lang,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,26.0,24.0,28.1,0.502,0.503,0.0,0.646,6.0,0.9,0.8,1.3,2.4,14.0
Neil Fingleton,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Phillip McLamb,UNC Tar Heels,2001,ACC,Matt Doherty,0.286,72.2,6.0,0.0,1.7,0.0,0.0,0.0,0.5,0.2,0.2,0.0,0.0,0.2,0.2
Jason Capel,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,33.0,32.0,0.0,0.47,0.523,0.418,0.785,7.3,3.4,1.1,0.3,2.2,11.4
Julius Peppers,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,25.0,3.0,0.0,0.643,0.643,0.0,0.671,4.0,0.8,0.5,0.2,2.3,7.1
Kris Lang,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,33.0,28.0,0.0,0.55,0.55,0.0,0.52,5.7,0.7,0.5,0.7,2.3,11.3
Brian Bersticker,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,20.0,0.0,0.0,0.382,0.448,0.0,0.5,1.1,0.2,0.1,0.4,0.7,1.6
Jim Everett,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,13.0,1.0,1.6,0.2,0.2,0.0,1.0,0.5,0.1,0.0,0.1,0.4,0.3
