player_name,team,season,conference,coach,win_pcnt,avg_pts_game,number_of_games_in_season,num_games_started,avg_min_per_game,fg_percent,_2pt_pcnt,_3pt_pcnt,ft_pcnt,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_personal_fouls,avg_points_per_game
Brendan Haywood,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,33.0,33.0,27.3,0.592,0.592,0.0,0.516,7.3,1.3,0.5,3.6,2.9,12.3
Brian Morrison,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,32.0,0.0,0.0,0.33,0.279,0.378,0.629,1.1,1.2,0.4,0.1,1.3,3.0
Adam Boone,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,32.0,7.0,0.0,0.3,0.263,0.323,0.75,0.9,1.4,0.5,0.0,0.8,1.5
Joseph Forte,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,33.0,32.0,34.7,0.45,0.476,0.377,0.853,6.1,3.5,2.0,0.4,1.8,20.9
Max Owens,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,30.0,1.0,0.0,0.407,0.5,0.304,0.838,1.4,0.9,0.5,0.1,1.0,5.7
Ronald Curry,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,28.0,26.0,0.0,0.431,0.5,0.351,0.574,3.4,4.3,1.2,0.0,2.1,5.5
Orlando Melendez,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,10.0,0.0,2.1,0.5,0.5,0.5,1.0,0.8,0.2,0.2,0.1,0.2,0.8
Will Johnson,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,22.0,0.0,0.0,0.45,0.538,0.286,0.722,1.2,0.4,0.1,0.0,0.5,1.5
Jonathan Holmes,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,14.0,0.0,4.1,0.5,0.5,0.5,0.923,0.8,0.8,0.1,0.0,0.6,1.6
Michael Brooker,UNC Tar Heels,2000,ACC,Matt Doherty,0.788,79.1,17.0,2.0,6.6,0.3,0.667,0.235,0.625,0.6,0.6,0.5,0.0,0.8,1.2
Will Johnson,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,24.0,0.0,4.3,0.2,0.273,0.0,0.75,0.8,0.0,0.1,0.0,0.0,0.4
Joseph Forte,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,36.0,0.0,33.2,0.459,0.504,0.359,0.752,5.5,2.6,1.5,0.4,2.2,16.7
Jonathan Holmes,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,25.0,0.0,2.9,0.273,0.4,0.167,0.0,0.2,0.7,0.0,0.0,0.0,0.3
Brendan Haywood,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,36.0,0.0,29.8,0.697,0.697,0.0,0.592,7.5,1.0,0.2,2.5,3.0,13.6
Terrence Newby,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,30.0,0.0,5.6,0.29,0.421,0.083,0.5,0.5,0.8,0.3,0.1,0.0,0.7
Orlando Melendez,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,24.0,0.0,4.1,0.4,0.469,0.125,0.5,1.2,0.3,0.1,0.3,0.0,1.5
Jim Everett,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,15.0,0.0,2.1,0.4,0.4,0.0,0.857,0.7,0.1,0.0,0.0,0.0,0.7
Michael Brooker,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,18.0,0.0,4.0,0.192,0.2,0.19,0.333,0.5,0.1,0.0,0.0,0.0,0.9
Matt Laczkowski,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Julius Peppers,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,31.0,0.0,0.0,0.571,0.571,0.0,0.596,3.5,0.3,0.6,0.5,0.0,4.5
Kenny White,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,6.0,0.0,1.2,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0
Ed Cota,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,35.0,0.0,0.0,0.443,0.476,0.367,0.728,4.4,8.1,1.1,0.1,0.0,10.1
Kris Lang,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,35.0,0.0,0.0,0.508,0.508,0.0,0.654,4.3,0.3,0.5,0.6,0.0,8.4
Max Owens,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,36.0,0.0,0.0,0.49,0.562,0.37,0.81,1.3,0.8,0.5,0.2,0.0,7.4
Jason Capel,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,36.0,0.0,0.0,0.443,0.482,0.38,0.829,6.8,2.6,1.0,0.3,0.0,12.3
Brian Bersticker,UNC Tar Heels,1999,ACC,Bill Guthridge,0.611,75.4,5.0,0.0,0.0,0.706,0.706,0.0,0.333,2.8,0.2,0.4,0.8,0.0,5.0
Ademola Okulaja,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,34.0,0.0,0.0,0.442,0.449,0.431,0.745,8.4,2.4,1.4,0.3,0.0,13.9
Brendan Haywood,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,34.0,0.0,30.4,0.648,0.648,0.0,0.672,6.9,1.0,0.3,1.8,2.8,12.0
Orlando Melendez,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,15.0,0.0,0.0,0.529,0.563,0.0,0.9,0.5,0.1,0.1,0.1,0.0,1.8
Brian Bersticker,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,34.0,0.0,0.0,0.517,0.517,0.5,0.778,2.0,0.1,0.2,0.9,0.0,3.1
Michael Brooker,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,14.0,0.0,0.0,0.36,0.444,0.313,1.0,0.5,0.6,0.2,0.0,0.0,1.8
Terrence Newby,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,24.0,0.0,0.0,0.313,0.154,0.421,0.556,0.7,0.8,0.0,0.0,0.0,1.4
Scott Williams,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,16.0,0.0,0.0,0.5,1.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.1
Vasco Evtimov,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,16.0,0.0,0.0,0.438,0.444,0.0,0.625,5.0,0.4,0.8,0.0,0.0,4.4
Ronald Curry,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,26.0,0.0,0.0,0.245,0.327,0.143,0.618,1.5,1.7,0.4,0.0,0.0,2.8
Jason Capel,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,26.0,0.0,0.0,0.429,0.438,0.411,0.854,4.1,2.0,0.9,0.1,0.0,9.1
Max Owens,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,31.0,0.0,0.0,0.431,0.47,0.357,0.851,2.1,0.9,0.6,0.2,0.0,7.8
Kris Lang,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,34.0,0.0,0.0,0.578,0.578,0.0,0.67,5.4,0.5,0.6,0.5,0.0,10.6
Ed Cota,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,32.0,0.0,0.0,0.406,0.402,0.412,0.676,4.3,7.4,1.2,0.2,0.0,10.5
Brad Frederick,UNC Tar Heels,1998,ACC,Bill Guthridge,0.706,71.4,30.0,0.0,0.0,0.429,0.4,0.462,0.5,0.6,0.2,0.1,0.0,0.0,1.1
Orlando Melendez,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.3
Brian Bersticker,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,19.0,0.0,0.0,0.556,0.556,0.0,0.9,1.3,0.3,0.1,0.6,0.0,2.6
Michael Brooker,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,22.0,0.0,0.0,0.211,0.25,0.2,0.5,0.5,0.4,0.0,0.0,0.0,0.6
Makhtar N'Diaye,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,38.0,0.0,0.0,0.481,0.494,0.273,0.642,4.1,0.8,0.6,1.4,0.0,5.8
Brendan Haywood,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,38.0,0.0,0.0,0.53,0.53,0.0,0.635,2.4,0.2,0.3,0.9,0.0,2.9
Ademola Okulaja,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,38.0,0.0,0.0,0.414,0.506,0.258,0.623,5.6,2.1,1.2,0.2,0.0,8.0
Terrence Newby,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,20.0,0.0,0.0,0.444,0.2,0.75,0.25,0.2,0.6,0.1,0.1,0.0,1.2
Scott Williams,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,17.0,0.0,0.0,0.333,0.333,0.0,0.25,0.2,0.4,0.0,0.0,0.0,0.2
Brad Frederick,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,24.0,0.0,0.0,0.333,0.5,0.0,0.5,0.6,0.3,0.0,0.0,0.0,0.4
Antawn Jamison,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,37.0,0.0,0.0,0.579,0.584,0.4,0.667,10.5,0.8,0.8,0.8,0.0,22.2
Vince Carter,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,38.0,0.0,0.0,0.591,0.662,0.411,0.68,5.1,1.9,1.2,0.9,0.0,15.6
Max Owens,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,22.0,0.0,0.0,0.387,0.45,0.273,0.5,0.8,0.2,0.2,0.1,0.0,1.4
Ed Cota,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,37.0,0.0,0.0,0.493,0.529,0.303,0.824,3.6,7.4,1.6,0.2,0.0,8.1
Shammond Williams,UNC Tar Heels,1997,ACC,Bill Guthridge,0.895,81.9,38.0,0.0,0.0,0.488,0.577,0.4,0.911,3.2,4.2,1.0,0.1,0.0,16.8
Shammond Williams,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,35.0,0.0,32.7,0.422,0.429,0.419,0.815,3.3,4.4,0.9,0.0,1.9,14.1
Ed Cota,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,34.0,0.0,0.0,0.487,0.512,0.32,0.712,2.7,6.9,1.7,0.2,0.0,8.0
Webb Tyndall,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,17.0,0.0,0.0,0.143,0.0,0.2,0.8,0.4,0.2,0.1,0.0,0.0,0.6
Ryan Sullivan,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,16.0,0.0,0.0,0.286,0.2,0.5,0.5,0.3,0.3,0.1,0.0,0.0,0.8
Serge Zwikker,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,35.0,0.0,0.0,0.492,0.493,0.333,0.758,8.1,0.3,0.4,1.7,0.0,11.5
Brad Frederick,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,16.0,0.0,0.0,0.2,0.333,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1
Terrence Newby,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,12.0,0.0,0.0,0.385,0.429,0.333,0.25,0.4,0.2,0.2,0.0,0.0,1.1
Ademola Okulaja,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,35.0,0.0,0.0,0.416,0.462,0.36,0.576,6.5,2.7,1.5,0.2,0.0,8.0
Charlie McNairy,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,23.0,0.0,0.0,0.385,0.385,0.0,0.368,1.2,0.1,0.2,0.0,0.0,0.7
Makhtar N'Diaye,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,33.0,0.0,7.8,0.406,0.397,1.0,0.444,1.6,0.2,0.2,0.5,0.0,1.8
Vasco Evtimov,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,22.0,0.0,3.7,0.387,0.333,0.75,0.769,1.4,0.3,0.3,0.1,0.0,1.5
Vince Carter,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,34.0,0.0,27.6,0.525,0.622,0.336,0.75,4.5,2.4,1.4,0.8,2.1,13.0
Antawn Jamison,UNC Tar Heels,1996,ACC,Dean Smith,0.8,77.4,35.0,0.0,34.3,0.544,0.553,0.182,0.621,9.4,0.9,1.1,0.6,2.7,19.1
Antawn Jamison,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,32.0,29.0,32.9,0.624,0.626,0.0,0.526,9.7,1.0,0.8,1.0,2.2,15.1
David Neal,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,15.0,1.0,2.4,0.5,0.5,0.5,0.5,0.3,0.5,0.1,0.0,0.2,0.4
Clyde Lynn,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,16.0,1.0,1.8,0.25,0.2,0.286,0.75,0.4,0.1,0.1,0.0,0.3,0.7
Serge Zwikker,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,32.0,31.0,29.5,0.517,0.517,0.0,0.617,6.2,0.7,0.1,1.5,2.3,9.5
Ryan Sullivan,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,11.0,0.0,1.5,1.0,1.0,1.0,0.0,0.4,0.2,0.1,0.0,0.0,1.0
Dante Calabria,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,32.0,32.0,35.1,0.425,0.472,0.395,0.709,4.3,4.2,1.0,0.0,1.9,12.7
Ademola Okulaja,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,32.0,14.0,25.9,0.525,0.543,0.488,0.742,5.2,2.2,1.1,0.3,2.2,6.2
Vince Carter,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,31.0,19.0,17.9,0.492,0.554,0.345,0.689,3.8,1.3,0.6,0.6,1.8,7.5
Charlie McNairy,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,15.0,0.0,2.5,0.7,0.7,0.0,0.733,0.5,0.3,0.0,0.0,0.3,1.7
Ed Geth,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,24.0,1.0,3.6,0.407,0.44,0.0,0.389,0.8,0.3,0.0,0.0,0.3,1.2
Jeff McInnis,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,31.0,29.0,34.4,0.435,0.466,0.392,0.8,2.6,5.5,1.2,0.0,2.3,16.5
Webb Tyndall,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,8.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.1
Shammond Williams,UNC Tar Heels,1995,ACC,Dean Smith,0.656,77.6,32.0,3.0,20.7,0.452,0.543,0.397,0.768,2.6,2.0,0.5,0.0,1.4,8.3
Ed Geth,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,17.0,1.0,4.6,0.536,0.536,0.0,0.273,1.4,0.1,0.2,0.1,0.4,1.9
Clyde Lynn,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,12.0,0.0,3.1,0.125,0.0,0.167,0.5,0.2,0.3,0.3,0.0,0.6,0.3
David Neal,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,11.0,0.0,1.5,0.25,0.5,0.0,0.5,0.3,0.1,0.2,0.0,0.1,0.3
Serge Zwikker,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,34.0,0.0,10.0,0.488,0.488,0.0,0.677,3.0,0.3,0.1,0.4,1.2,2.9
Shammond Williams,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,29.0,0.0,4.6,0.387,0.545,0.3,0.857,0.4,0.7,0.2,0.0,0.3,1.7
Pearce Landry,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,34.0,2.0,15.2,0.454,0.538,0.397,0.815,1.6,1.6,0.4,0.1,1.4,3.9
Donald Williams,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,34.0,34.0,34.2,0.428,0.455,0.399,0.629,2.9,2.4,0.7,0.1,1.1,15.5
Jeff McInnis,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,34.0,32.0,28.9,0.491,0.544,0.393,0.667,4.1,5.3,1.3,0.0,2.2,12.4
Dante Calabria,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,33.0,33.0,33.3,0.506,0.519,0.496,0.719,4.8,2.7,1.2,0.1,2.0,10.5
Pat Sullivan,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,13.0,1.0,9.2,0.529,0.667,0.2,0.75,1.4,0.5,0.2,0.1,0.7,2.2
Charlie McNairy,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,12.0,0.0,2.3,0.5,0.5,0.0,0.0,0.7,0.3,0.1,0.0,0.5,1.0
Rasheed Wallace,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,34.0,34.0,30.3,0.654,0.657,0.333,0.631,8.2,1.0,0.5,2.7,2.8,16.6
Octavus Barnes,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,UNC Tar Heels,1994,ACC,Dean Smith,0.824,84.4,34.0,33.0,34.4,0.517,0.546,0.411,0.712,8.2,2.7,1.5,1.7,2.2,19.2
Larry Davis,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,17.0,0.0,2.9,0.667,0.737,0.0,0.8,0.7,0.5,0.3,0.0,0.2,2.4
Serge Zwikker,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,19.0,0.0,3.3,0.524,0.524,0.0,0.75,0.7,0.1,0.2,0.4,0.6,1.5
Eric Montross,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,35.0,35.0,31.7,0.56,0.56,0.0,0.558,8.1,0.8,0.5,1.8,3.0,13.6
Rasheed Wallace,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,35.0,7.0,20.9,0.604,0.607,0.0,0.604,6.6,0.5,0.7,1.8,2.3,9.5
Donald Williams,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,26.0,0.0,27.5,0.422,0.48,0.339,0.77,2.4,2.2,1.0,0.1,1.1,14.3
Jeff McInnis,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,35.0,1.0,14.6,0.458,0.489,0.415,0.638,1.7,2.4,0.7,0.0,0.9,5.6
Brian Reese,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,34.0,0.0,21.1,0.489,0.54,0.188,0.511,3.9,2.8,0.6,0.1,1.4,7.9
Derrick Phelps,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,33.0,33.0,27.5,0.49,0.545,0.379,0.748,3.8,5.3,1.8,0.1,1.8,9.2
Kevin Salvadori,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,35.0,28.0,20.9,0.557,0.557,0.0,0.661,5.9,0.5,0.5,1.7,2.1,6.9
Jerry Stackhouse,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,35.0,1.0,21.0,0.466,0.493,0.1,0.732,5.0,2.0,1.2,0.5,1.6,12.2
Pearce Landry,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,21.0,0.0,3.0,0.435,0.643,0.111,0.833,0.3,0.5,0.2,0.0,0.4,1.2
Dante Calabria,UNC Tar Heels,1993,ACC,Dean Smith,0.8,85.6,35.0,0.0,20.4,0.431,0.531,0.347,0.724,2.9,2.4,1.1,0.1,2.1,8.1
Matt Wenstrom,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,33.0,1.0,5.0,0.557,0.567,0.0,0.593,1.4,0.2,0.0,0.2,0.5,2.5
Pearce Landry,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Ed Geth,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,21.0,0.0,3.2,0.64,0.64,0.0,0.706,1.3,0.0,0.2,0.0,0.7,2.1
Scott Cherry,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,33.0,2.0,4.8,0.606,0.64,0.5,0.714,0.7,0.9,0.3,0.0,0.5,2.1
Dante Calabria,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,35.0,0.0,7.1,0.462,0.517,0.391,0.778,0.8,0.8,0.3,0.0,0.7,1.8
Kevin Salvadori,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,38.0,2.0,13.3,0.458,0.458,0.0,0.704,3.6,0.3,0.2,1.2,2.1,4.5
Eric Montross,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,38.0,36.0,28.3,0.615,0.615,0.0,0.684,7.6,0.7,0.6,1.2,3.0,15.8
Brian Reese,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,35.0,30.0,24.0,0.507,0.542,0.367,0.692,3.6,2.4,0.7,0.2,1.0,11.4
George Lynch,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,38.0,37.0,30.2,0.501,0.509,0.182,0.667,9.6,1.9,2.3,0.6,2.2,14.7
Larry Davis,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,21.0,0.0,3.5,0.35,0.387,0.222,0.609,0.8,0.2,0.3,0.0,0.2,2.1
Travis Stephenson,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,21.0,1.0,2.5,0.455,0.5,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.5
Pat Sullivan,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,38.0,8.0,16.7,0.518,0.564,0.3,0.789,2.4,1.3,0.7,0.1,1.1,6.4
Derrick Phelps,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,36.0,33.0,28.1,0.457,0.492,0.313,0.675,4.4,5.4,2.3,0.1,1.9,8.1
Henrik Rodl,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,38.0,26.0,19.5,0.496,0.655,0.355,0.658,1.5,3.6,1.0,0.3,1.3,4.3
Donald Williams,UNC Tar Heels,1992,ACC,Dean Smith,0.895,86.1,37.0,14.0,24.3,0.458,0.503,0.417,0.829,1.9,1.2,1.0,0.1,1.4,14.3
Eric Montross,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,31.0,25.0,25.3,0.574,0.574,0.0,0.624,7.0,0.6,0.5,1.0,3.6,11.2
Travis Stephenson,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,8.0,0.0,2.1,1.0,1.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.8
Jason Burgess,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,13.0,1.0,3.0,0.0,0.0,0.0,0.25,0.5,0.2,0.3,0.0,0.4,0.1
Hubert Davis,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,33.0,30.0,33.2,0.508,0.565,0.429,0.828,2.3,1.6,1.3,0.2,1.3,21.4
Larry Smith,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,11.0,0.0,2.3,0.444,0.444,0.0,1.0,0.9,0.2,0.0,0.0,0.3,0.9
George Lynch,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,33.0,32.0,29.8,0.539,0.549,0.125,0.649,8.8,2.6,2.0,0.3,3.2,13.9
Pat Sullivan,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,32.0,11.0,18.2,0.474,0.544,0.233,0.809,2.8,1.4,0.6,0.2,1.6,5.3
Henrik Rodl,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,33.0,8.0,14.8,0.534,0.62,0.348,0.556,1.5,2.5,0.8,0.2,1.4,3.1
Donald Williams,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,29.0,0.0,4.3,0.377,0.447,0.29,0.571,0.7,0.6,0.1,0.0,0.4,2.2
Derrick Phelps,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,33.0,33.0,31.1,0.4,0.434,0.283,0.712,3.5,6.3,2.4,0.3,2.3,9.2
Matt Wenstrom,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,30.0,1.0,5.1,0.558,0.558,0.0,0.5,1.3,0.4,0.1,0.1,0.7,2.1
Kevin Salvadori,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,33.0,7.0,15.0,0.545,0.545,0.0,0.742,3.7,0.3,0.2,1.9,2.2,5.9
Scott Cherry,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,15.0,0.0,4.7,0.158,0.154,0.167,0.444,1.0,0.5,0.1,0.1,0.7,0.7
Brian Reese,UNC Tar Heels,1991,ACC,Dean Smith,0.697,83.5,32.0,18.0,22.5,0.49,0.536,0.314,0.776,3.9,2.2,0.5,0.1,1.4,9.8
George Lynch,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,28.0,26.1,0.523,0.517,0.7,0.63,7.4,1.2,1.4,0.4,2.6,12.5
Eric Montross,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,9.0,15.2,0.587,0.587,0.0,0.612,4.2,0.3,0.2,0.9,2.3,5.8
Clifford Rozier,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,34.0,1.0,9.3,0.471,0.471,0.0,0.565,3.0,0.5,0.4,0.5,1.2,4.9
Derrick Phelps,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,30.0,4.0,9.8,0.49,0.548,0.222,0.762,1.1,1.9,0.9,0.1,1.0,2.3
