player_name,team,season,conference,coach,win_pcnt,avg_pts_game,number_of_games_in_season,num_games_started,avg_min_per_game,fg_percent,_2pt_pcnt,_3pt_pcnt,ft_pcnt,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_personal_fouls,avg_points_per_game
Kevin Salvadori,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,31.0,0.0,3.3,0.514,0.514,0.0,0.632,0.9,0.0,0.0,0.3,0.4,1.5
King Rice,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,30.0,28.1,0.457,0.478,0.413,0.725,1.8,5.9,1.1,0.0,1.5,8.2
Brian Reese,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,33.0,2.0,8.8,0.533,0.53,0.6,0.545,1.6,0.5,0.3,0.1,0.4,4.0
Pete Chilcutt,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,33.0,26.8,0.538,0.556,0.263,0.765,6.6,1.3,1.2,1.0,1.1,12.0
Kenny Harris,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,27.0,1.0,4.4,0.333,0.4,0.235,0.727,0.8,0.4,0.3,0.0,0.5,1.5
Hubert Davis,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,20.0,24.3,0.521,0.545,0.489,0.835,2.4,1.9,0.9,0.3,1.0,13.3
Rick Fox,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,32.0,28.5,0.453,0.537,0.342,0.804,6.6,3.7,2.0,0.5,2.9,16.9
Pat Sullivan,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,34.0,1.0,4.9,0.435,0.5,0.2,0.65,0.6,0.5,0.2,0.0,0.5,1.0
Scott Cherry,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,20.0,1.0,2.9,0.714,0.692,1.0,0.692,0.4,0.6,0.3,0.1,0.1,1.5
Matt Wenstrom,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,24.0,0.0,2.5,0.333,0.333,0.0,0.583,0.9,0.0,0.0,0.1,0.3,0.7
Henrik Rodl,UNC Tar Heels,1990,ACC,Dean Smith,0.829,87.6,35.0,13.0,12.3,0.568,0.63,0.444,0.622,1.5,1.8,0.4,0.2,1.1,3.6
Jeff Denny,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,31.0,4.0,8.3,0.351,0.455,0.326,0.727,0.1,1.3,0.2,0.0,0.6,2.0
Henrik Rodl,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,34.0,5.0,8.4,0.491,0.56,0.433,0.5,0.7,0.6,0.4,0.1,0.7,2.3
Pete Chilcutt,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,34.0,28.0,27.0,0.514,0.529,0.4,0.714,6.6,1.4,1.2,0.9,1.6,9.0
Matt Wenstrom,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,32.0,0.0,3.2,0.526,0.526,0.0,0.643,0.6,0.1,0.0,0.2,0.5,0.9
John Greene,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,10.0,1.0,2.1,0.2,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.4
King Rice,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,34.0,31.0,32.9,0.406,0.469,0.309,0.754,2.0,6.4,1.6,0.0,1.5,9.2
Hubert Davis,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,34.0,6.0,21.3,0.446,0.486,0.396,0.797,1.8,1.5,1.0,0.2,1.2,9.6
Kenny Harris,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,32.0,2.0,3.3,0.404,0.458,0.348,0.588,0.4,0.4,0.2,0.0,0.4,1.8
George Lynch,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,34.0,5.0,19.5,0.521,0.524,0.333,0.663,5.4,1.0,1.1,0.4,3.1,8.6
Scott Williams,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,33.0,30.0,24.6,0.554,0.563,0.143,0.615,7.3,0.8,1.1,1.2,3.5,14.5
Kevin Madden,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,31.0,28.0,26.4,0.569,0.593,0.167,0.707,4.7,1.9,0.9,0.2,1.8,10.1
Scott Cherry,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,8.0,0.0,2.1,0.143,0.25,0.0,0.0,0.1,0.3,0.1,0.1,0.1,0.3
Rick Fox,UNC Tar Heels,1989,ACC,Dean Smith,0.618,82.6,34.0,30.0,28.9,0.522,0.581,0.438,0.735,4.6,2.5,1.6,0.2,3.3,16.2
J.R. Reid,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,27.0,16.0,26.5,0.614,0.614,0.0,0.669,6.3,1.3,0.9,0.8,3.0,15.9
John Greene,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,17.0,0.0,1.5,0.333,0.333,0.0,0.8,0.2,0.0,0.0,0.1,0.0,0.5
Bill Akins,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,10.0,0.0,2.0,0.333,0.333,0.0,0.5,0.3,0.1,0.1,0.0,0.1,0.6
Marty Hensley,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,21.0,0.0,2.3,0.313,0.333,0.0,0.571,0.5,0.0,0.0,0.0,0.3,0.7
Steve Bucknall,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,37.0,30.0,28.7,0.462,0.497,0.419,0.785,4.1,5.3,1.1,0.1,2.2,13.1
Jeff Lebo,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,32.0,30.0,30.7,0.431,0.531,0.375,0.864,2.6,4.4,1.2,0.1,2.3,12.2
King Rice,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,37.0,21.0,20.4,0.435,0.459,0.391,0.822,1.3,4.1,0.9,0.0,1.0,5.2
Jeff Denny,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,35.0,0.0,5.1,0.421,0.267,0.522,0.815,0.5,0.7,0.2,0.0,0.5,1.9
Scott Williams,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,35.0,30.0,22.9,0.556,0.559,0.0,0.654,7.3,0.7,0.9,1.4,3.2,11.4
David May,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,20.0,1.0,2.0,0.4,0.5,0.0,0.0,0.3,0.4,0.1,0.0,0.3,0.2
Pete Chilcutt,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,37.0,13.0,20.3,0.537,0.543,0.375,0.623,5.4,1.4,0.6,0.2,0.8,6.9
Hubert Davis,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,35.0,0.0,7.1,0.512,0.548,0.308,0.774,0.8,0.3,0.1,0.0,0.3,3.3
Kevin Madden,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,37.0,27.0,26.1,0.588,0.617,0.258,0.61,4.8,1.9,1.0,0.5,1.8,14.6
Rick Fox,UNC Tar Heels,1988,ACC,Dean Smith,0.784,90.0,37.0,17.0,22.4,0.583,0.598,0.448,0.79,3.8,2.1,1.3,0.4,3.3,11.5
Rodney Hyatt,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,13.0,0.0,1.5,0.273,0.25,0.333,0.5,0.1,0.3,0.1,0.0,0.0,0.8
Scott Williams,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,34.0,33.0,26.5,0.572,0.576,0.429,0.673,6.4,1.2,1.3,1.3,3.6,12.8
Jeff Lebo,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,33.0,33.0,33.8,0.436,0.393,0.464,0.878,2.6,4.8,1.0,0.0,2.0,12.2
Steve Bucknall,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,33.0,27.0,29.1,0.493,0.495,0.474,0.798,4.2,3.8,1.0,0.1,2.0,9.1
Rick Fox,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,34.0,3.0,10.9,0.628,0.659,0.333,0.5,1.9,0.9,0.8,0.1,2.0,4.0
Ranzino Smith,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,31.0,18.0,20.7,0.502,0.607,0.406,0.897,1.6,1.3,0.5,0.0,1.2,11.7
J.R. Reid,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,33.0,33.0,31.6,0.607,0.607,0.0,0.68,8.9,1.7,1.2,1.2,3.4,18.0
Doug Elstun,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,12.0,0.0,1.3,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3
Pete Chilcutt,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,34.0,3.0,16.9,0.564,0.569,0.0,0.706,3.2,1.3,0.3,0.3,0.9,4.9
Joe Jenkins,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,15.0,0.0,3.2,0.636,0.636,0.0,0.0,0.8,0.3,0.1,0.0,0.2,0.9
Jeff Denny,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,16.0,0.0,2.9,0.538,0.538,0.0,0.4,0.6,0.4,0.0,0.0,0.1,1.0
David May,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,15.0,0.0,1.8,0.5,0.5,0.0,0.4,0.5,0.1,0.1,0.0,0.2,0.3
King Rice,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,34.0,1.0,10.4,0.393,0.455,0.167,0.8,0.8,1.6,0.6,0.0,0.6,2.1
Kevin Madden,UNC Tar Heels,1987,ACC,Dean Smith,0.794,82.1,32.0,19.0,22.5,0.575,0.607,0.463,0.683,2.8,1.6,0.8,0.2,1.3,8.6
Dave Popson,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,36.0,34.0,22.3,0.541,0.543,0.0,0.771,4.8,1.3,0.7,0.8,2.7,10.0
J.R. Reid,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,36.0,31.0,28.6,0.584,0.584,0.0,0.653,7.4,1.8,1.3,0.8,3.1,14.7
Curtis Hunter,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,32.0,8.0,14.8,0.551,0.562,0.0,0.698,2.4,1.8,0.6,0.0,1.4,4.6
Rodney Hyatt,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,15.0,0.0,3.4,0.6,0.625,0.5,0.875,0.4,0.9,0.0,0.0,0.4,1.3
Jeff Lebo,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,34.0,34.0,31.1,0.532,0.618,0.45,0.849,2.1,4.2,1.4,0.1,2.1,13.5
Ranzino Smith,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,36.0,4.0,16.1,0.529,0.575,0.448,0.759,1.4,1.6,0.8,0.0,0.9,7.5
Joe Wolf,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,34.0,34.0,29.6,0.571,0.571,0.575,0.793,7.1,2.9,1.3,0.3,2.5,15.2
Jeff Denny,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,21.0,0.0,3.2,0.5,0.375,0.667,0.667,0.4,0.2,0.0,0.0,0.1,1.1
Michael Norwood,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,22.0,1.0,4.0,0.353,0.455,0.167,0.625,0.2,0.3,0.2,0.0,0.5,1.0
Kenny Smith,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,34.0,34.0,32.1,0.502,0.602,0.408,0.807,2.2,6.1,1.5,0.1,1.4,16.9
Scott Williams,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,36.0,1.0,15.0,0.497,0.5,0.0,0.558,4.2,0.9,0.8,0.8,2.6,5.5
Steve Bucknall,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,36.0,0.0,12.0,0.495,0.5,0.0,0.712,1.9,1.2,0.5,0.0,1.3,3.7
Marty Hensley,UNC Tar Heels,1986,ACC,Dean Smith,0.889,91.3,20.0,0.0,4.0,0.524,0.524,0.0,0.6,0.9,0.1,0.2,0.1,0.5,1.7
Kevin Madden,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,0.0,10.7,0.591,0.0,0.0,0.696,1.8,1.1,0.3,0.2,1.0,4.9
Steve Hale,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,31.0,31.0,29.0,0.532,0.0,0.0,0.825,3.2,4.9,1.8,0.1,2.5,11.3
Steve Bucknall,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,24.0,0.0,6.3,0.491,0.0,0.0,0.412,1.5,0.8,0.3,0.0,0.6,2.5
Ranzino Smith,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,29.0,0.0,6.6,0.595,0.0,0.0,0.8,1.0,0.6,0.3,0.0,0.8,4.6
Michael Norwood,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,13.0,0.0,2.9,0.222,0.0,0.0,0.7,0.7,0.2,0.2,0.0,0.2,0.8
Jeff Lebo,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,10.0,26.3,0.514,0.0,0.0,0.74,2.5,4.0,1.2,0.0,2.1,9.2
James Daye,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,18.0,1.0,2.6,0.25,0.0,0.0,0.533,0.3,0.4,0.0,0.0,0.2,0.7
Kenny Smith,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,34.0,32.6,0.516,0.0,0.0,0.808,2.2,6.2,1.5,0.1,1.4,12.0
Brad Daugherty,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,34.0,32.0,0.648,0.0,0.0,0.684,9.0,1.8,1.0,1.1,2.7,20.2
Warren Martin,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,29.0,6.0,16.1,0.603,0.0,0.0,0.797,4.5,0.6,0.6,2.8,2.6,6.9
Joe Wolf,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,34.0,25.1,0.532,0.0,0.0,0.712,6.6,2.1,0.5,0.3,2.4,10.0
Dave Popson,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,17.0,12.1,0.504,0.0,0.0,0.846,2.6,0.6,0.2,0.4,2.1,3.9
Curtis Hunter,UNC Tar Heels,1985,ACC,Dean Smith,0.824,86.6,34.0,3.0,9.9,0.609,0.0,0.0,0.692,1.4,1.4,0.6,0.0,1.3,3.9
Ranzino Smith,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,32.0,0.0,5.2,0.342,0.0,0.0,0.846,0.6,0.2,0.2,0.0,0.6,2.0
James Daye,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,7.0,0.0,1.4,0.667,0.0,0.0,0.667,0.4,0.3,0.0,0.0,0.1,0.9
Brad Daugherty,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,36.0,0.0,34.7,0.625,0.0,0.0,0.742,9.7,2.1,0.8,1.3,3.1,17.3
Cliff Morris,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,12.0,0.0,2.0,0.333,0.0,0.0,0.571,0.4,0.0,0.0,0.1,0.0,0.7
Gary Roper,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,10.0,0.0,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
Steve Hale,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,33.0,0.0,35.2,0.518,0.0,0.0,0.876,3.6,5.1,1.7,0.1,3.1,10.6
Warren Martin,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,36.0,0.0,20.4,0.596,0.0,0.0,0.68,5.5,1.2,0.3,2.3,2.9,9.6
Curtis Hunter,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,30.0,0.0,12.1,0.563,0.0,0.0,0.611,1.2,1.1,0.5,0.0,1.1,4.0
Matt Brust,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,8.0,0.0,2.3,0.333,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.3,0.3
Buzz Peterson,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,36.0,0.0,19.6,0.437,0.0,0.0,0.744,1.8,1.6,0.4,0.0,0.9,5.5
Joe Wolf,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,30.0,0.0,30.5,0.566,0.0,0.0,0.781,5.3,1.9,0.6,0.5,2.6,9.1
Dave Popson,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,35.0,0.0,14.5,0.529,0.0,0.0,0.738,2.5,0.5,0.2,0.3,1.9,6.0
Kenny Smith,UNC Tar Heels,1984,ACC,Dean Smith,0.75,73.5,36.0,0.0,37.5,0.518,0.0,0.0,0.86,2.6,6.5,1.8,0.0,1.5,12.3
Timo Makkonen,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,15.0,0.0,3.1,0.167,0.0,0.0,0.5,0.6,0.1,0.0,0.1,0.5,0.3
Buzz Peterson,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,29.0,0.0,12.4,0.464,0.0,0.0,0.9,0.8,2.0,0.6,0.0,0.9,3.7
Steve Hale,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,31.0,0.0,20.5,0.558,0.0,0.0,0.837,1.2,3.6,1.1,0.0,1.9,5.2
Dave Popson,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,29.0,0.0,6.4,0.431,0.0,0.0,0.6,1.2,0.4,0.1,0.2,1.3,1.9
Michael Jordan,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,31.0,0.0,29.5,0.551,0.0,0.0,0.779,5.3,2.1,1.6,1.1,2.3,19.6
Matt Doherty,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,31.0,0.0,31.9,0.494,0.0,0.0,0.763,4.0,4.0,0.9,0.5,1.6,9.8
Kenny Smith,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,23.0,0.0,29.0,0.519,0.0,0.0,0.8,1.7,5.0,1.2,0.0,1.5,9.1
Joe Wolf,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,30.0,0.0,13.7,0.481,0.0,0.0,0.758,2.8,0.5,0.2,0.1,1.1,3.4
Cecil Exum,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,28.0,0.0,6.4,0.59,0.0,0.0,0.739,0.9,0.3,0.2,0.1,0.6,2.3
Brad Daugherty,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,30.0,0.0,27.4,0.61,0.0,0.0,0.678,5.6,1.4,0.6,1.0,3.1,10.5
Sam Perkins,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,31.0,0.0,33.2,0.589,0.0,0.0,0.856,9.6,1.6,0.9,1.9,2.3,17.6
Cliff Morris,UNC Tar Heels,1983,ACC,Dean Smith,0.903,80.1,13.0,0.0,2.3,0.6,0.0,0.0,0.25,1.3,0.0,0.3,0.0,0.2,0.5
Michael Jordan,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,36.0,0.0,30.9,0.535,0.55,0.447,0.737,5.5,1.6,2.2,0.8,3.1,20.0
Brad Daugherty,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,35.0,0.0,23.3,0.558,0.561,0.0,0.663,5.2,0.9,0.3,1.0,3.0,8.2
Curtis Hunter,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,25.0,0.0,10.2,0.526,0.0,0.0,0.833,1.0,0.8,0.5,0.0,1.2,4.3
Buzz Peterson,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,24.0,0.0,19.0,0.515,0.0,0.0,0.704,1.8,1.4,0.3,0.0,1.2,7.2
Jim Braddock,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,36.0,0.0,28.3,0.496,0.0,0.0,0.827,1.3,4.1,0.9,0.0,1.3,9.3
Warren Martin,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,35.0,0.0,12.1,0.597,0.0,0.0,0.585,3.0,0.4,0.1,0.7,2.3,3.1
Timo Makkonen,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,14.0,0.0,3.3,0.2,0.2,0.0,0.6,0.9,0.1,0.1,0.1,0.5,0.9
John Brownlee,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,33.0,0.0,0.0,0.741,0.0,0.0,0.333,1.1,0.1,0.1,0.1,0.6,1.3
Cecil Exum,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,30.0,0.0,4.8,0.488,0.0,0.0,0.632,1.2,0.6,0.2,0.1,0.8,1.8
Steve Hale,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,36.0,0.0,13.3,0.432,0.0,0.0,0.6,1.0,1.9,0.5,0.0,1.5,2.6
Matt Doherty,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,36.0,0.0,34.0,0.438,0.0,0.0,0.782,3.8,4.2,0.9,0.3,2.2,10.5
Lynwood Robinson,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0
Sam Perkins,UNC Tar Heels,1982,ACC,Dean Smith,0.778,80.7,35.0,0.0,33.5,0.527,0.563,0.25,0.819,9.4,1.3,1.2,1.9,2.6,16.9
John Brownlee,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,13.0,0.0,3.2,0.571,0.0,0.0,0.2,1.1,0.0,0.1,0.1,0.5,0.7
Cecil Exum,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,17.0,0.0,2.9,0.381,0.0,0.0,0.273,1.0,0.4,0.1,0.0,0.5,1.1
Sam Perkins,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,32.0,0.0,35.7,0.578,0.0,0.0,0.768,7.8,1.1,1.0,1.7,2.3,14.3
Matt Doherty,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,34.0,0.0,35.1,0.519,0.0,0.0,0.772,3.0,3.1,0.8,0.0,1.8,9.3
James Worthy,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,34.0,0.0,34.6,0.573,0.0,0.0,0.674,6.3,2.4,1.5,1.1,2.2,15.6
Chris Brust,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,33.0,0.0,7.6,0.622,0.0,0.0,0.455,1.7,0.4,0.2,0.0,0.5,1.7
Warren Martin,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,19.0,0.0,2.9,0.467,0.0,0.0,0.0,0.8,0.1,0.1,0.1,0.4,0.7
Jimmy Black,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,34.0,0.0,34.1,0.513,0.0,0.0,0.738,1.7,6.3,1.7,0.2,2.4,7.6
Michael Jordan,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,34.0,0.0,31.7,0.534,0.0,0.0,0.722,4.4,1.8,1.2,0.2,2.7,13.5
Jeb Barlow,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,28.0,0.0,4.8,0.387,0.0,0.0,0.444,0.8,0.2,0.1,0.0,0.6,1.0
Jim Braddock,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,34.0,0.0,10.4,0.452,0.0,0.0,0.833,0.5,1.2,0.2,0.0,0.5,1.9
Buzz Peterson,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,30.0,0.0,5.1,0.39,0.0,0.0,0.429,0.5,0.5,0.1,0.0,0.3,1.2
Timo Makkonen,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,12.0,0.0,2.2,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.6,0.2
Lynwood Robinson,UNC Tar Heels,1981,ACC,Dean Smith,0.941,66.7,14.0,0.0,0.0,0.636,0.0,0.0,0.2,0.2,0.2,0.3,0.0,0.1,1.1
Matt Doherty,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,28.0,0.0,24.0,0.456,0.0,0.0,0.707,3.0,2.4,0.8,0.1,1.5,6.0
Pete Budko,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,23.0,0.0,0.0,0.479,0.0,0.0,0.333,3.2,0.8,0.3,1.0,1.7,2.0
Al Wood,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,37.0,0.0,33.5,0.525,0.0,0.0,0.776,6.3,1.3,1.3,0.4,2.7,18.1
Jim Braddock,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,37.0,0.0,9.0,0.411,0.0,0.0,0.826,0.2,0.7,0.4,0.0,0.5,2.6
Eric Kenny,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,35.0,0.0,0.0,0.591,0.0,0.0,0.769,0.7,0.2,0.1,0.0,0.3,1.0
Cecil Exum,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,28.0,0.0,2.6,0.4,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.1,0.7
Jeb Barlow,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,30.0,0.0,2.5,0.4,0.0,0.0,0.833,0.5,0.1,0.1,0.0,0.4,0.7
Dean Shaffer,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,10.0,0.0,3.7,0.375,0.0,0.0,0.7,0.4,0.2,0.5,0.0,0.3,1.3
Mike Pepper,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,36.0,0.0,0.0,0.519,0.0,0.0,0.781,1.5,1.4,0.9,0.1,2.0,6.1
Sam Perkins,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,37.0,0.0,30.1,0.626,0.0,0.0,0.741,7.8,0.7,0.6,1.8,3.1,14.9
Chris Brust,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,35.0,0.0,5.3,0.458,0.0,0.0,0.583,1.2,0.2,0.0,0.0,0.6,1.0
Jimmy Black,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,37.0,0.0,32.4,0.533,0.0,0.0,0.788,1.5,5.1,1.7,0.0,2.6,7.3
James Worthy,UNC Tar Heels,1980,ACC,Dean Smith,0.784,71.9,36.0,0.0,33.7,0.5,0.0,0.0,0.64,8.4,2.8,1.3,1.0,2.8,14.2
